2022-01-01	30000142	28740.0
2022-01-01	30000144	43110.0
2022-01-01	30000142	29116.0
2022-01-01	30000142	24231884368
2022-01-01	30000140	240207.0
2022-01-01	30000142	43110.0
2022-01-01	30000142	71850.0
2022-01-01	30000144	996353471
2022-01-01	30000144	1108321091
2022-01-01	30003978	50217077
2022-01-01	30000145	2104000.0
2022-01-01	30000142	51659263
2022-01-01	30000140	9583000.0
2022-01-02	30000142	25066502101
2022-01-02	30000143	49248.0
2022-01-02	30000143	767448.0
2022-01-02	30000142	14370.0
2022-01-02	30000144	305487946
2022-01-02	30000142	91048643
2022-01-02	30003978	92624035
2022-01-02	30000143	1934352.0
2022-01-02	30001115	54823470
2022-01-02		43189951
2022-01-02		43189951
2022-01-02	30000140	1102170.0
2022-01-02	30000142	71500.0
2022-01-02	30000144	15537410
2022-01-02	30000142	109823754
2022-01-02	30000139	14370.0
2022-01-02	30000142	28740.0
2022-01-02	30000142	43110.0
2022-01-03	30000140	120836.0
2022-01-03	30003491	820000.0
2022-01-03	30000144	8850746666
2022-01-03	30003978	18039290
2022-01-03	30001115	267695760
2022-01-03	30000142	71850.0
2022-01-03	30000142	11327826
2022-01-03	30000142	2013170.0
2022-01-03	30000142	100590.0
2022-01-03	30000144	35340976
2022-01-03	30000142	23176626335
2022-01-04	30000144	2842775419
2022-01-04	30003978	25026916
2022-01-04	30001115	171814000
2022-01-04	30000142	1053556753
2022-01-04	30000139	154671000
2022-01-04	30000142	14094620
2022-01-04	30000142	606896.0
2022-01-04	30000142	23649008533
2022-01-04	30045352	5597600.0
2022-01-05	30000142	56230.0
2022-01-05	30000142	1816755.0
2022-01-05	30000142	36702804472
2022-01-05	30045352	5958800.0
2022-01-05	30000144	105649782
2022-01-05	30003978	71763640
2022-01-05	30001115	231789750
2022-01-06	30000144	10270800
2022-01-06	30000240	200000.0
2022-01-06	30000142	584936.0
2022-01-06	30001115	782288240
2022-01-06	30000139	2483.0
2022-01-06	30000142	41958524
2022-01-06	30000139	22673.0
2022-01-06	30000142	4066330.0
2022-01-06	30000144	6346740.0
2022-01-06	30000142	3332.0
2022-01-06	30000142	37352132088
2022-01-06	30000144	128784274
2022-01-06	30003978	94282510
2022-01-07	30001115	1204407.0
2022-01-07	30000142	24378.0
2022-01-07	30000142	5281200.0
2022-01-07	30000142	702532394
2022-01-07	30000144	2949.0
2022-01-07	30000142	27049776298
2022-01-07	30000140	200326.0
2022-01-07	30045352	1299000.0
2022-01-07	30000144	2663363771
2022-01-07	30003978	28502100
